link,img,title
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58608,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f15%2f202504151950775512_67fe41b7e0980.jpg,"'에르난데스 부활' LG, 팀 노히트 대기록 달성...삼성 3연패"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58606,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f15%2f20250415202248_67fe418883ea6.jpg,"폰세 7이닝 무실점, 한화 2연승 이끌었다"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58601,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f202504131742779946_67fb7a16a826a.jpg,"NC, '국대 포수' 김형준 결자해지 투런포+불펜 총력전 대성공"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58594,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f202504131648773468_67fb76f841512.jpg,"두산, 4차례 우박 중단 딛고 라이벌 LG 완파 ‘4연패 끊었다’"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58593,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f202504131515770995_67fb63338fa68.png,"위즈덤 2홈런+오선우 결승투런, 빅이닝 폭발...KIA, SSG 11-5"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58592,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f202504131719776252_67fb7448ebd55.jpg,"‘소형준 첫 승’ KT, 삼성에 1점 차 승리&연승 행진"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58591,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f%e1%84%89%e1%85%a1%e1%86%bc%e1%84%87%e1%85%a91.jpg,"문동주 6이닝 무자책 첫 승, 한화 2연속 위닝시리즈 성공"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58585,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-13%20%e1%84%8b%e1%85%a9%e1%84%8c%e1%85%a5%e1%86%ab%205.27.25.png,"위기의 KIA, 휴식 필요한 SSG, 반가운 단비? 광주 우천 취소"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58584,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f13%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-13%20%e1%84%8b%e1%85%a9%e1%84%8c%e1%85%a5%e1%86%ab%205.25.14.png,"‘치리노스 6이닝 무실점’ 3연승 LG 14승2패, 두산 4연패 수렁"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58582,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f12%2f202504121955778513_67fa482f1466d.jpg,"데이비슨 첫 승, 롯데 8회 강우콜드 승리...3연승+위닝 확보"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58580,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f12%2f%e1%84%89%e1%85%a1%e1%86%bc%e1%84%87%e1%85%a9.jpg,"'정현우 2승 호투-송성문 6출루' 키움, 한화 꺾고 탈꼴찌"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58579,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f12%2f%e1%84%8e%e1%85%b12.jpg,'문용익 선발 데뷔 무산' 수원 KT-삼성전 우천 취소
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58573,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f11%2f202504111941771571_67f9014d52525.png,"차포 빠져도 양현종 울렸다, 최민준 영웅투...SSG, KIA 9-3 승"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58572,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f11%2f202504111938778265_67f903603f826.jpg,"박동원 역전 3점포→장현식 첫 세이브’ LG, 두산에 5-2 역전승"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58569,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f11%2f202504112040779644_67f90e5b96742.jpg,"'김민성 3안타+전민재 결승타' 롯데, 사직 원정 낙동강더비 승리"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58568,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f11%2f202504112149773107_67f9106492f1e%20(1).jpg,"‘홈런 맞았지만…’ KT 쿠에바스, 6이닝 KKKK 쾌투 첫 승"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58567,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f11%2f%e1%84%91%e1%85%b3%e1%86%af%e1%84%85%e1%85%a9%e1%84%85%e1%85%b5%e1%84%8b%e1%85%a5%e1%86%af.jpg,"'12득점 폭발' 한화, 키움 꺾고 3연승 행진 '류현진 첫 승'"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58557,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f10%2f202504102204775172_67f7c2702d568.jpg,"양도근이 끝냈다! 삼성, SSG 꺾고 2위 점프+위닝 시리즈 두 마리 토"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58556,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f10%2f202504102134777217_67f7bc4e0b79b.jpg,"'나승엽 3점 홈런' 롯데, KIA 8-3 꺾고 3연패 탈출"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58555,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f10%2f202504102108779079_67f7b5d772f46.jpg,"'김태연 3타점+와이스 QS+' 한화, 두산 7-2 꺾고 위닝"
